SN|Res|FS|Wage|IntInc|Div|AliR|SSInc|RRInc|SchCInc|CapGains|QualDiv|TotInc|STCode|Tax|STFS|TUNO|NTUF|
237768316|0|3|-700853.68|-471778.11|525717.12|701435.33|241520.04|-366860.68|422150.41|611507.12|-001483.38|773034.57|80|-345416.25|8|7|5|
157727472|3|5|325260.52|053312.55|851607.53|-016134.04|-135231.28|-046888.33|474478.42|-784201.03|032166.53|-134033.50|43|-503836.77|0|3|4|
122236015|6|7|701057.03|-068158.26|-746346.55|-110581.11|-408501.56|-836346.65|654064.67|161343.72|314246.55|140476.66|47|-147863.24|5|2|0|
747600356|6|4|-688137.33|-504116.51|-831415.26|-636241.04|-511627.00|-233102.63|007400.86|130880.76|-387028.73|100455.40|14|-822622.05|4|8|6|
523655551|6|4|302233.36|-686187.04|-276662.32|668838.47|-206103.35|-066571.73|-368345.21|-735224.86|614787.05|-813567.72|64|-305680.31|3|7|0|
156075583|7|2|488038.28|-312081.77|442577.31|832552.47|263541.43|116180.71|-472324.65|-201437.42|741147.34|538838.26|67|803823.15|1|1|2|
068058040|2|3|-786437.64|880516.76|-834576.80|050005.54|-636804.05|516411.18|638118.53|-003722.60|318538.60|-202418.22|12|371464.18|2|3|4|
648000314|4|7|730884.50|-341016.15|808167.85|147772.16|764273.46|-720053.50|-741425.55|311608.34|-331675.76|066342.71|64|016324.67|6|4|6|
647687550|1|0|-411383.87|344353.73|-431536.45|633867.48|-522070.08|-176638.61|-407215.52|-714815.20|-647811.56|133836.16|26|-576064.45|5|4|1|
764400207|0|4|-554485.76|540767.53|-534124.04|863361.32|507411.04|073357.60|-841366.30|781357.01|-508588.18|-538577.64|63|174488.83|4|8|5|
158020431|7|2|410055.75|-851730.44|-023454.44|632302.58|-372136.11|-262346.12|-661328.45|-646363.74|305052.56|-767723.01|83|570056.75|1|6|3|
861843216|4|7|-180311.17|-761450.36|-714833.65|-508171.56|527464.46|-480027.28|-867667.50|-664535.23|-232244.86|-206054.21|78|-186326.10|3|3|1|
021458063|7|3|-630042.67|-180114.85|-625235.14|042853.45|388221.47|815274.18|-150635.12|-277387.32|-653010.56|674714.80|34|366560.45|6|1|5|
624502821|5|7|-580183.06|-237338.41|-740446.24|615884.43|-801153.50|-215547.10|682713.46|480711.60|437316.48|-127163.58|63|-564300.55|4|0|5|
260863467|3|1|-517861.14|-184615.13|712530.68|-540545.21|-765887.88|-433458.56|342861.01|633082.86|-507031.76|540404.53|44|-757327.15|5|5|6|
577725535|1|1|226635.85|-200214.84|166475.12|-088538.77|-104201.26|-476605.15|-628580.11|257284.20|165085.81|-348584.66|36|-721563.54|6|8|1|
186478750|6|0|432283.00|-524556.82|-878534.57|620064.17|-302538.00|-324488.43|388848.66|058182.52|-586486.77|-318671.13|37|403615.23|1|6|0|
470377843|7|8|-034170.84|-640643.65|-477245.53|278528.80|784774.73|515176.76|-117230.78|-561303.65|520717.76|-212207.36|15|-268273.28|1|8|4|
606257370|0|7|-462384.02|262847.01|-810044.06|-571522.33|-462380.46|674444.27|168333.25|-886044.21|183576.28|264047.08|36|520585.51|3|4|5|
541148767|6|0|471675.78|877021.60|476677.43|-207644.76|-632738.41|-743076.24|017050.24|284675.65|-308262.78|138607.68|48|727671.66|5|0|3|
652888172|2|1|-203880.25|385061.03|-748855.31|-016027.02|-381417.54|565251.47|043515.65|537714.20|-060656.27|613025.64|15|-364828.81|4|6|5|
460026765|1|0|410304.65|-100427.76|442453.73|150551.82|-701670.72|-622343.43|521447.66|774118.16|-147868.83|-081767.68|25|744258.63|1|1|8|
042551167|1|4|-387737.45|147275.07|-561487.53|088145.75|643655.76|-637231.00|-386263.67|312812.14|378117.42|662166.42|10|487108.21|6|8|2|
388080061|8|6|022428.86|356411.42|-256011.48|-185554.25|-411205.75|468467.12|-820656.83|488726.37|-003860.88|058708.08|12|-703540.70|4|0|4|
713076847|3|6|-406601.24|-820228.41|-806030.75|-461413.17|-017768.21|-188415.70|333532.22|-651263.17|050345.73|566353.11|64|755161.26|6|1|7|
378001873|3|7|-625388.66|-381708.01|-332843.70|-477804.80|-164040.66|-243326.28|-100703.28|224745.63|-063612.46|163501.28|12|005263.70|0|6|6|
267864004|0|7|-355011.70|246224.64|575800.80|-411104.67|-674172.27|-348462.70|368630.82|-483832.74|148516.41|-645374.35|00|-815586.23|8|1|1|
048574540|4|4|-603854.71|-622614.71|043710.56|-433625.42|-354644.53|421027.50|865623.38|621101.14|-200106.50|-248111.60|45|-223772.85|5|8|0|
502462811|4|7|-468685.20|-132788.02|-768525.58|325371.21|-235680.84|424866.68|740337.10|422248.14|740807.31|270360.07|38|114866.33|6|4|7|
677742840|3|6|466182.54|414233.01|411588.86|-066127.87|-630161.37|354212.10|632206.51|-085600.42|665284.61|066573.47|70|228775.32|4|4|6|
086055623|8|6|661424.71|-534072.61|163025.05|623336.85|448170.56|-377156.64|444655.55|345324.70|358835.27|-604766.46|00|-626857.41|6|8|1|
874082363|2|4|-215314.23|-040407.23|-844844.46|061055.28|-457240.48|563757.31|-248521.28|210264.27|-227748.23|-673017.87|05|733018.48|3|1|8|
744768254|2|8|-014253.62|077148.51|-803737.17|-481271.34|620823.37|-883610.07|-676054.33|671850.67|-201530.35|842302.38|01|131364.80|3|3|3|
546817836|0|1|272521.14|-838142.53|-557448.08|874426.20|152218.32|-711851.07|-077048.56|-862641.84|-672062.14|745801.08|01|050530.44|4|6|1|
515684580|0|4|647558.27|-726018.65|-582178.02|558044.00|268575.42|-307113.50|541411.76|378307.33|-205684.24|-777734.71|13|034365.66|4|2|3|
706718341|4|8|622165.00|-714255.12|-671001.77|261737.32|136450.77|-318625.85|048248.50|203183.43|-726770.80|-636752.42|82|-311818.62|3|6|3|
013551827|4|0|615805.40|-348084.87|-704550.43|-517564.46|-410034.14|775083.36|-802238.18|-677467.34|-551770.00|272522.40|64|686787.34|7|5|2|
272775401|1|2|-316888.63|-722043.13|-773318.02|458035.24|218126.84|588346.11|-473604.82|687732.35|-534312.27|724606.08|08|770117.65|8|1|6|
648342588|6|6|-067130.68|-648674.36|014517.27|720844.53|355244.53|373078.24|532248.62|-578001.77|614574.31|346732.57|47|158388.15|3|8|0|
344041757|3|1|130630.04|-160414.35|875313.71|104358.52|707547.68|861151.82|-815137.14|-368315.48|-212767.74|-056842.14|43|-612468.20|3|2|5|
171338122|4|0|645408.60|-387688.86|-660706.15|-864567.32|-821654.86|531500.10|364061.86|131020.37|370421.28|567411.77|68|-350354.16|2|7|6|
115231033|8|1|551630.01|283726.48|-604706.57|242237.58|-506352.57|764310.65|725712.01|-118460.37|253584.67|550483.61|77|342554.61|4|7|3|
080132045|3|0|488556.81|877767.03|-886403.37|750071.42|-424015.36|616528.06|-168157.75|587623.84|055443.37|-437844.74|45|-330534.61|6|5|0|
030828874|2|8|652756.64|887016.40|-513132.62|-027540.78|-230340.46|-456415.12|-035522.83|-747355.25|836372.87|766610.60|23|836201.68|5|4|4|
524726832|1|5|-705106.02|-552743.57|647360.76|-888266.07|-853143.84|838640.65|-211855.24|-470025.85|430683.65|117740.60|82|044368.62|2|1|3|
670475417|2|5|425574.74|815622.42|573683.62|372112.87|810528.55|863065.32|-418246.84|-831412.52|245540.28|315475.84|35|061318.86|8|6|3|
018512808|8|6|686653.85|706474.02|-338816.88|-851468.85|412307.15|031182.07|723713.48|-586188.25|673074.10|-235010.06|35|050467.67|5|1|8|
265563722|8|6|787762.16|672484.63|022160.55|140065.78|466063.78|-420217.42|246114.62|-482103.35|-047223.78|537627.64|01|-568615.35|5|5|8|
450463484|0|0|102285.66|-287020.67|301871.18|-345733.35|-752470.46|012328.21|-047656.04|172536.32|347565.43|-444453.77|83|617855.25|8|5|8|
448175543|5|7|-622311.86|-807153.00|184762.85|347121.08|-217025.31|-666273.21|506457.18|146421.35|-313848.18|144378.31|55|846641.86|6|6|2|
073360660|5|2|762124.17|723376.71|734072.88|868346.43|530433.24|546586.04|-137865.21|282626.41|148486.62|-334527.41|88|-423614.24|1|7|4|
061615265|8|4|-003630.33|881165.51|-785587.73|645481.08|885625.45|-515147.13|362816.50|400265.34|-410053.81|756247.27|34|-651470.53|6|0|7|
444820261|4|8|-813532.45|253222.23|-826837.43|146035.33|-151030.44|225361.03|380258.80|738617.76|-564456.74|826464.82|55|-223858.60|7|2|6|
840367826|4|5|821038.40|478272.13|076671.66|-224348.25|701371.36|400101.07|063143.04|-406532.70|826873.06|632654.50|07|-071007.46|2|7|0|
608817778|3|1|010712.53|456730.55|652585.10|-235513.71|-270868.10|252682.26|-470810.66|140800.14|707542.43|751211.27|33|-535677.47|3|0|7|
220478052|3|2|216002.82|263015.68|-733442.32|-705544.77|443643.58|-613343.13|-546154.56|-186704.00|-876045.38|456657.11|66|735185.87|2|6|3|
640020011|8|6|001761.03|-286072.76|-445711.21|-001685.14|748488.08|233676.30|-180562.58|-523763.28|603318.82|-746368.65|13|-180354.68|0|4|8|
383126021|0|8|835426.22|043534.07|706502.26|153400.01|-104633.45|424778.16|403477.26|-520410.38|-348257.57|-588818.37|14|284614.01|1|2|1|
646285683|8|5|-420557.65|-005376.40|-366573.85|-771137.57|-680643.42|104481.04|502005.10|-278420.58|880616.32|-780620.78|51|-431818.88|3|4|8|
016375667|8|0|156582.62|-511303.61|307722.84|227408.72|-804621.73|380865.54|346803.22|308608.00|-620214.70|821461.23|66|608335.87|8|3|7|
347010847|0|8|-182332.48|-645517.47|-110372.07|304437.21|885132.11|-265183.14|-288564.45|-114017.58|558532.56|615164.63|70|021514.83|6|6|6|
500636682|2|5|458461.10|853644.76|-775008.84|417830.45|565034.63|818104.61|-175556.72|-812145.86|-604474.16|263560.40|36|-387311.10|7|1|1|
308565161|0|7|-453214.20|-036121.88|-171756.50|-866745.46|721121.83|501148.13|608867.51|-171400.40|-242441.58|854803.71|86|124875.18|4|6|6|
463178136|3|7|-618636.43|452134.23|433675.72|-112056.81|-726535.34|-873117.02|288444.35|-033477.13|117024.20|352188.65|12|-057547.24|8|0|5|
116153773|3|2|108137.56|180033.84|-853712.81|662036.32|-305463.43|-717026.14|-407846.03|-814456.35|-322613.78|-140264.63|04|-063041.20|6|7|6|
340714432|2|7|-152617.61|-475466.81|-427412.11|-506553.85|567606.78|-314467.85|-112024.88|021818.03|723060.32|577555.07|14|583122.83|8|7|8|
577325752|3|4|485302.24|001161.84|247110.88|551453.77|-347860.67|484627.14|-732376.58|-441455.42|-212306.83|-477782.50|08|642146.12|1|4|4|
404512058|8|5|701145.33|-284504.61|-086806.51|-162387.86|-634204.18|-643102.26|-335618.05|-668377.02|287276.00|-173752.80|68|155456.11|8|7|6|
404460357|1|5|351438.35|785664.87|016557.75|876008.80|278070.01|-117475.77|310642.73|-346246.57|-871156.68|-807357.68|87|-725264.21|6|2|7|
530403754|2|7|117072.60|246567.86|-474132.63|884247.14|855580.12|-063883.03|683128.00|-844222.05|-753631.78|020020.53|27|026826.04|3|7|0|
262116586|2|0|-543362.86|-482347.88|-471355.45|471452.04|004734.64|370527.41|-215132.04|451682.41|430366.28|-832846.71|27|565056.25|4|2|6|
344448741|4|4|-137266.13|458376.30|822165.68|785678.63|-472381.48|472287.04|760208.88|414345.72|423704.05|130734.22|02|028110.30|6|6|6|
757661006|0|1|556381.62|660875.60|-823178.33|384247.05|-306600.64|-457612.37|-000532.80|204843.07|-713052.12|-746415.66|34|-605264.00|2|6|4|
864751348|5|5|-477655.80|-825712.12|-120187.18|368200.38|586546.06|-632633.52|671888.56|-205020.42|726338.31|887158.85|64|108620.27|4|1|2|
703308711|0|1|078722.83|-025642.46|642664.62|-544568.13|-783720.55|456461.30|620500.67|363024.85|-823400.66|018488.74|80|624583.86|3|7|5|
688231887|4|6|644548.05|825073.17|303412.35|707326.01|-648435.37|-338270.25|-011368.18|-371725.62|-571868.56|377743.80|41|254350.66|7|0|8|
485373674|8|0|303623.67|431725.08|603338.41|146418.31|-517172.24|-212814.04|534586.74|-346521.21|652333.00|-085744.46|72|823460.11|4|8|3|
108726038|2|7|441335.41|278127.34|-242543.72|506600.48|-367087.32|225751.16|784146.37|-630236.71|-447876.17|-370323.20|27|-133860.56|1|6|8|
327772018|4|2|-717658.45|582045.04|005864.28|330814.08|258546.20|213873.20|-371747.48|-564315.67|725028.12|-242470.86|25|364416.33|6|4|7|
524247548|7|1|-280003.12|317401.26|-344416.08|883718.43|701474.06|341721.80|-783668.51|525774.71|078022.30|812287.58|27|-586233.24|7|2|6|
464810644|6|4|-772436.10|-601687.46|-426414.40|656587.47|-723074.77|-438548.20|364684.83|-747781.21|-320353.28|181751.18|24|323722.71|1|8|7|
730374100|6|0|-544323.35|-275251.06|231851.17|488466.72|-874381.86|272578.55|-226550.54|-873867.15|744081.61|-583014.04|52|418046.21|2|3|3|
613665227|3|1|-010055.33|485352.41|646460.70|635443.56|-283471.62|658443.02|-121250.32|-134616.76|-271317.76|704312.25|20|-026705.77|1|5|3|
666812860|2|5|438378.46|-875536.86|283118.12|750630.01|768743.63|177177.30|601870.26|551122.21|-606051.43|756288.60|03|574614.88|1|7|4|
445058161|0|2|-317812.52|-653744.50|-570238.62|-311557.56|-224078.63|-658341.20|-567735.81|-134257.05|126437.65|337302.55|07|-565658.00|8|3|6|
768760818|0|7|-488641.41|-223611.34|-824061.18|-858671.18|176181.70|162651.70|862288.02|-770371.68|225071.47|-123666.77|34|-162850.31|8|8|6|
732611756|8|0|354243.23|-026643.30|226247.11|-480851.07|-711303.35|462533.11|283787.44|-580746.60|-568566.58|-168561.73|84|653242.57|8|0|4|
037535643|2|4|-234744.22|327343.74|241513.38|254861.61|-664735.33|-360211.35|216071.62|-631242.10|056662.54|-070475.60|07|584310.20|6|7|2|
028044270|3|5|552682.46|112137.03|566254.33|-421552.22|182403.16|-726775.41|-887654.84|816722.88|283855.14|-373227.33|37|-206447.73|1|7|7|
488343228|8|6|688460.07|620150.34|255067.75|161864.00|-535081.02|008888.17|-251651.03|512685.15|-373843.58|-074648.74|22|336325.68|7|8|7|
200050823|3|2|-872028.80|116304.84|825304.88|814878.86|485762.62|828205.03|-748767.88|-501187.55|033406.42|683665.80|13|632517.35|2|6|3|
751331164|1|8|-332746.18|-414665.10|-071547.54|-636154.81|-860130.63|-678648.34|678111.50|882016.06|-306841.00|867544.75|03|783030.86|3|4|8|
532344137|8|8|235021.88|-431835.41|724557.22|-762060.71|654203.10|-370520.75|346275.78|-518103.40|608641.12|-140858.61|15|450671.67|2|7|6|
583364080|5|7|720833.07|383874.21|072443.60|-188502.58|-660601.16|785281.44|357008.53|106334.16|-816106.35|065564.16|65|826457.16|4|3|3|
744023330|8|1|006168.18|105715.25|268084.60|-463037.24|388273.82|145833.64|202021.04|-271234.41|-186561.16|-236675.45|02|241563.43|1|5|1|
080441751|2|5|505460.57|805075.45|-472317.32|036488.84|-511752.53|-751806.22|-574433.10|-607217.50|-158663.47|021686.52|04|253710.16|0|1|1|
858436700|4|3|528884.58|367170.75|606825.88|573468.25|-000634.76|-821413.67|468051.63|461088.31|-231034.57|-031642.25|78|014302.11|4|6|8|
608435240|1|2|-583162.58|-144456.71|561743.85|-871147.76|-225051.87|607036.14|441460.54|-450264.88|-580761.77|-162821.17|66|265218.40|7|7|3|
810073040|3|4|-662832.13|-777523.30|-367323.04|054408.25|-255261.43|-104735.85|521420.84|574474.53|054140.62|623655.82|02|-340130.36|3|5|7|
675822531|0|3|311468.63|214152.68|-675761.00|-854726.03|-586475.82|856862.31|-564234.40|615782.05|-013871.61|-123518.75|12|-265858.37|1|5|8|
246378116|7|0|-462813.14|060422.40|458024.04|858560.72|-840088.07|-725872.16|262125.63|563832.44|533242.25|481181.77|50|315170.37|1|5|2|
161665415|5|5|-512245.01|-363613.12|-344346.50|516562.87|203402.52|720237.56|567061.08|-321675.21|826365.47|-832324.14|55|333353.48|5|0|6|
716833863|3|2|607844.81|665684.43|-876128.57|-317236.43|-783565.87|-110535.41|-114177.25|875730.36|584207.40|-787254.74|74|-304416.35|6|0|0|
774347023|1|4|301613.85|041042.82|-363858.70|362314.68|-701687.60|410762.68|782703.72|815318.86|-186701.03|032208.57|03|627050.10|3|3|3|
173817047|1|8|767677.36|-784041.06|460780.02|572432.62|-805728.41|688037.88|218713.65|330442.55|871067.01|520018.84|21|-242674.10|7|3|4|
585688245|1|0|-163042.73|454208.18|767635.87|-715748.25|-224648.85|175500.85|436771.45|112824.31|-566672.85|178876.25|47|-542308.58|3|1|1|
348387205|1|5|-502143.24|-234182.33|-202466.32|-674460.28|-080870.31|-467843.82|-147120.17|-211145.46|278002.85|665585.61|85|-654854.70|4|1|2|
125432188|6|4|-388816.66|781453.06|071525.30|778731.87|-765631.25|701471.88|-768382.63|648615.44|422087.80|068153.80|81|-361021.67|0|6|4|
144805857|5|6|-611022.44|207564.44|070374.16|-273553.71|417622.41|-334221.30|-143078.56|-862265.23|357653.47|765568.76|02|-738500.22|6|8|8|
562745078|6|7|-626078.56|-651411.73|851051.48|-505485.86|-115033.21|-887237.87|218181.47|-867182.06|-147878.07|-342443.44|77|507548.17|1|3|2|
105387213|2|1|-836273.03|250300.87|018646.61|876036.74|-025638.38|-506384.17|180616.84|605762.53|-173058.75|620051.25|21|-475084.01|2|3|3|
651880236|4|7|-412118.41|-534058.15|-080355.51|156870.53|-353721.85|-647253.85|274260.46|-231557.60|666281.30|711625.68|47|474087.14|5|6|0|
231355806|4|7|035484.40|-220410.32|742223.37|-271546.37|482522.81|-726610.84|-715502.25|-827824.01|-142374.46|-654824.54|51|-311240.78|8|8|0|
765376180|8|4|-767707.85|-505725.13|340364.67|166127.61|672686.41|-668472.43|-132750.51|141667.66|-006637.65|-188330.65|64|-863011.06|2|6|2|
380814452|6|0|114251.51|711880.42|280780.73|-335528.11|-558784.57|-517115.63|-852852.08|655667.68|-182372.04|732847.17|17|-367586.53|1|1|8|
141334541|4|6|-308680.08|-745323.52|-661467.86|422118.23|-254828.72|-564073.30|082045.20|-006237.08|775117.50|451434.28|20|-485250.62|0|5|6|
570863754|4|3|-655265.30|688587.70|281228.16|447264.67|-857053.65|624202.84|335836.86|842801.63|-450567.05|351008.18|37|412526.61|1|1|8|
536033315|0|7|-455017.26|-157520.17|-474576.53|-182844.03|-333348.06|-308007.34|-222763.37|585842.81|-126750.82|272557.02|05|-413013.07|2|8|0|
681377216|3|7|-675088.26|177581.48|243084.05|534507.84|813754.83|056081.77|632181.01|-673888.61|807382.20|306182.87|63|-856203.16|3|6|4|
557527734|3|6|-163680.44|757017.28|-433102.81|480144.75|254608.71|-836735.30|-215043.42|784602.45|255411.35|-517361.34|33|410212.66|2|3|7|
566403305|5|5|765410.64|-682116.52|124420.33|721155.57|102828.68|763444.31|137512.42|064534.03|402840.74|524736.15|85|868300.63|1|7|3|
187178625|8|4|-664646.64|446515.81|008853.52|632360.25|-627157.67|451236.20|173512.37|-882666.57|882750.18|-261528.63|75|550250.01|3|8|6|
860700227|8|4|485814.60|-101135.10|-135328.10|223412.38|626127.38|306466.44|880430.32|478160.60|321828.58|514784.33|75|-813608.43|7|8|2|
713641867|0|7|-887811.70|074084.17|-017166.86|-143470.48|666502.41|347844.31|484604.84|-531738.57|-324233.60|-166736.33|42|767801.44|1|7|3|
010726602|4|0|-270808.86|883616.00|661056.25|574567.13|-304007.68|781455.58|588827.62|-472858.25|712066.26|603618.61|66|540502.61|2|7|4|
143022221|3|0|-383307.55|201245.27|022317.01|-826164.16|773453.55|-332142.05|-813721.38|021808.11|470384.08|751747.47|42|-151401.04|1|8|7|
024616163|6|2|-833235.55|-546505.88|732413.82|638185.57|074858.80|-300568.20|726724.15|885612.32|-062012.30|-566047.17|68|-562322.22|3|0|6|
448166050|3|1|-274608.31|455610.57|-812135.26|-858418.47|-447601.54|-182156.20|210887.32|-008785.48|866532.52|486250.80|58|701281.68|6|5|1|
613161437|3|4|-111354.71|-058528.52|-043443.70|-064083.31|622170.72|417661.64|-156151.38|-024117.84|053148.55|087688.13|52|300834.33|2|1|4|
351456082|7|3|-756025.70|772282.21|747121.47|-316810.07|484557.84|-478765.61|-605342.57|-366418.32|-827304.24|-838856.64|73|671330.20|5|6|3|
208416430|1|5|867440.25|020328.50|504540.87|-670523.47|-137557.13|-138711.52|884161.86|-252323.68|446782.48|108447.37|77|628487.13|2|1|2|
340416304|1|0|-735622.47|174178.55|547031.32|528720.11|117843.38|618512.01|527363.43|-670428.73|310582.33|170441.13|78|-225818.06|7|8|2|
830231260|3|2|-128015.66|673531.01|423113.21|270421.88|-755301.04|633040.15|340728.38|222142.73|-542567.65|514306.12|56|747407.66|4|7|7|
714028858|1|4|442038.63|608348.67|670463.56|-353008.83|-113662.66|202158.73|033138.31|-605646.17|-251083.63|-717621.78|64|-130807.74|2|0|7|
028528527|0|4|-545874.64|-574661.58|-541281.74|667201.66|216647.00|421458.03|-210333.44|670822.88|554661.71|112061.50|10|-618364.78|0|7|3|
075425212|3|3|-173023.84|-544008.50|-307647.30|-105384.12|086146.46|-800827.62|-753583.52|-671024.30|027436.75|-551442.23|12|-283770.17|1|2|0|
635375023|4|5|-280643.80|255238.64|-044420.03|-371750.30|-758446.62|-205154.13|-228483.41|438538.68|723572.18|101238.55|40|358214.02|3|5|2|
687824364|8|5|-715173.73|128248.68|-577110.72|-705668.66|420256.55|068755.72|-157033.68|-534318.15|278130.44|-338232.44|17|635043.34|2|0|0|
065572774|7|7|-868202.75|304718.63|-520508.61|411533.66|-726586.47|336788.06|581074.41|466583.25|835134.21|065437.13|55|635240.42|2|7|3|
155178152|2|5|746614.00|-850021.57|035741.22|568081.57|386012.00|188760.63|068658.06|277535.45|-650128.28|-885453.46|11|-134623.81|6|0|2|
632722787|5|0|-266562.62|-868285.05|-778011.00|137400.51|-040568.62|764685.44|-782881.30|-424321.32|-156546.26|212524.46|68|638585.83|0|4|8|
813487277|7|4|-052045.46|-032454.33|375071.31|875701.58|-300245.63|061501.83|-668883.45|020238.22|557660.17|-716083.70|07|515218.01|7|8|7|
306575800|3|0|782873.25|-817578.36|014101.55|705383.85|188463.33|663646.27|-454088.08|320002.03|-026454.24|425852.83|54|-416723.37|5|8|4|
432647628|1|3|354357.73|467556.61|-412273.43|530502.35|-608085.15|873451.18|623261.18|-726541.15|646412.56|-423154.58|75|-662555.22|7|1|1|
606440727|2|7|113400.43|227347.34|770777.32|614214.52|332558.30|245505.80|767755.32|-223842.12|038808.74|-473134.58|78|683277.58|7|8|1|
607032205|8|6|-425452.87|510078.05|043423.36|-677540.61|125314.40|-180085.07|-620016.85|-380015.26|533452.07|177840.14|71|-553125.46|6|5|0|
167257038|5|2|-738808.28|183307.06|-274484.13|-461806.57|-551311.68|751781.36|510624.71|-241221.63|011536.56|434384.76|33|-455532.14|0|6|2|
620625044|1|6|-025507.50|-568707.15|-554646.25|-362087.62|887573.46|460720.61|443613.42|020462.14|881628.47|534774.07|42|311507.18|0|5|0|
638335013|5|4|-776555.74|-462443.74|-507270.76|733144.10|805641.70|020257.46|117027.67|-386310.05|210006.58|-080553.06|38|464045.81|8|2|1|
603165573|1|0|034613.15|-044503.30|084426.48|514562.23|-465386.24|318122.24|-874681.75|-275518.50|157122.38|-132277.80|43|-444242.17|6|2|7|
556317606|8|6|-220661.11|513608.02|728512.28|606066.02|-684822.22|058512.38|331574.68|-866053.54|-572867.15|-676207.10|82|183087.52|1|7|2|
010314068|4|2|-636421.21|157012.01|274078.37|-105625.27|-260253.08|-103311.58|-535361.03|-626575.41|624333.74|-452061.52|88|743300.80|8|5|8|
666286561|4|8|280686.23|056810.44|-023612.38|372466.38|471127.25|-845286.14|-300001.15|508400.71|-248771.33|-781577.42|32|732568.32|1|7|5|
628354326|4|4|711045.05|-274645.73|825563.14|-312855.07|-274033.03|-528141.02|856147.28|-242532.61|-067762.38|-232270.55|47|826713.41|8|6|4|
566727886|4|3|-773363.76|582050.48|467138.84|846164.32|-248675.48|826721.28|-824400.34|-316843.84|860628.71|-526578.58|52|-542132.16|2|8|1|
840041418|5|1|186585.46|-633148.12|-516245.44|055841.45|-516440.57|-123666.28|-523071.31|531035.23|446632.37|-012233.32|58|306686.28|4|1|7|
304724610|3|6|507186.25|462448.32|231706.80|415856.20|230145.33|628841.78|868318.54|122366.73|-886060.56|556882.75|77|-538324.62|0|3|8|
502642117|6|4|-705705.57|404320.12|-241048.54|530377.17|332436.38|065586.63|-553814.84|770618.30|-177160.52|-564422.57|36|770072.10|0|5|1|
425805711|8|2|487811.08|075840.34|621505.07|000360.47|-416843.74|-173501.68|271444.12|378183.44|-448116.52|185463.74|38|421880.54|3|6|3|
288202405|8|4|863027.17|240871.44|-221445.52|412882.60|-135314.08|-788523.63|-202772.04|407854.83|082716.10|-256333.78|02|-221100.74|3|6|0|
588804624|0|8|-175878.04|-201700.88|-427135.31|447031.24|-736184.61|-667377.52|-146722.35|-881427.31|-624116.14|-815736.35|53|-826388.30|8|6|2|
505471673|3|8|027106.76|-042388.82|047867.32|181361.40|550856.38|565536.00|624764.74|-510461.11|-318753.11|-162408.44|66|740613.18|1|1|4|
752316440|2|2|150653.55|-585123.13|052021.54|507456.27|615200.20|325037.36|-467271.45|563388.50|-364558.17|804036.28|67|-346621.08|3|5|1|
658134234|6|3|-526042.05|-841071.67|-418380.46|-852282.57|-232870.20|-747716.77|108220.06|135456.04|-170242.44|715114.84|31|-883615.55|8|4|8|
252311670|6|6|-126284.32|584657.31|807651.40|064450.55|367350.31|330382.82|-673152.27|366687.70|-862053.22|418103.53|23|-536203.36|4|0|5|
703140874|1|1|-337145.70|-521324.45|-078046.50|428778.83|-353786.04|266562.43|-826141.13|355216.64|-868677.86|777144.37|04|-631137.36|5|1|0|
762350546|3|3|338482.35|203808.05|-104242.58|-318361.41|-468132.44|-323058.24|-501226.60|810802.02|-337410.75|-103185.86|57|482535.73|7|1|7|
625558384|5|5|-827716.77|008707.58|438774.74|031478.44|516355.37|313776.17|318867.77|-200050.46|-544211.54|533615.34|37|-021178.71|2|3|2|
565586240|0|5|243710.65|222785.72|216222.51|-276333.71|862343.46|556230.54|647770.11|-454333.23|-235613.04|418186.57|02|-781331.23|6|7|6|
828157142|0|5|642301.01|436388.55|-148430.85|783473.40|-540620.50|-471663.35|-806744.18|-543278.34|550251.30|146024.66|85|-012085.70|2|2|7|
878751674|2|1|-275702.41|188671.40|175014.80|444302.32|347270.77|610323.73|872801.12|815883.84|-070362.64|-241726.52|58|082876.44|5|4|2|
887184678|0|5|-704388.77|341843.51|-152401.33|-642551.83|-872155.54|843557.54|208002.77|-733215.26|188015.07|-750054.88|21|318853.47|6|8|1|
080403518|7|6|534001.51|-851115.75|158346.33|-866317.27|761180.20|635487.56|-387625.28|553644.84|063413.18|-255254.16|36|-166700.51|0|3|0|
704677206|2|7|-344537.50|440380.87|077743.65|375370.85|-482056.10|383670.15|220344.41|864328.80|-537373.54|253063.67|00|307717.44|5|5|1|
523707363|1|0|275422.17|-760715.32|-623786.08|362648.33|-646066.48|608602.42|446728.20|-128686.52|774834.57|-507103.41|30|-477466.54|5|1|6|
828042806|1|3|053124.76|155756.71|776042.75|366704.30|036558.07|-458204.75|302850.37|028076.68|-424110.71|851131.74|73|863561.71|4|2|0|
146763348|3|1|-743303.14|-317677.47|-672458.02|-811438.64|-482127.61|242166.87|602126.05|-608810.13|036376.31|-247352.41|44|-732846.37|4|2|6|
025532655|7|0|316608.35|-204263.31|-686480.24|607055.54|-648855.70|-571221.13|-237005.88|-255180.80|002856.07|665347.82|53|420016.37|5|2|4|
272176364|8|0|-436543.31|-847318.51|-226433.61|338686.48|-314061.67|-547211.62|-355323.63|-615125.65|-270025.07|753661.34|54|-615620.15|2|2|3|
